Persona,Question,Response
"An avid fan of classic Swedish cinema, particularly interested in post-WWII films that delve into the psychological impact of war on individuals.","If there was a personal assistant to help you track and manage your purchases, delivery issues, etc, what do you expect it to do? Scenario: You bought a gift for a party assuming it would get delivered before the party. The delivery is now delayed. How would you feel about the following personalized actions? (Very uncomfortable, Uncomfortable, Neutral, Comfortable, Very comfortable) The order is canceled, and a new gift is arranged to arrive at the party location when you do, so you don’t have to carry it.",Very comfortable
"An avid fan of classic Swedish cinema, particularly interested in post-WWII films that delve into the psychological impact of war on individuals.","Would you feel comfortable giving an AI assistant instructions to automatically cancel and replace a delayed order? 1) Yes, I’d be comfortable with that. 2) I’d be open to it, but I’d want to review the replacement choice before it’s ordered. 3) I’d be concerned about the AI making a mistake (e.g., ordering the wrong item or something I won’t like). 4) I’d worry about trusting the AI with my order decisions (e.g., it might not understand my preferences). 5) No, I wouldn’t be comfortable with an AI making these changes without my approval.","3) I’d be concerned about the AI making a mistake (e.g., ordering the wrong item or something I won’t like)."
"An avid fan of classic Swedish cinema, particularly interested in post-WWII films that delve into the psychological impact of war on individuals.","How comfortable are you with an AI assistant proactively making online shopping decisions on your behalf? (For example - An AI assistant automatically ordering diapers if it thinks you are out of diapers OR AI automatically initiates a return if it thinks that you are not satisfied with the order) 1) Yes, I would find proactive support very helpful 2) Yes, but only for certain types of issues 3) I'm not sure 4) No, but I might prefer it for certain issues 5) No, I prefer to manage issues myself.","5) No, I prefer to manage issues myself."
"An avid fan of classic Swedish cinema, particularly interested in post-WWII films that delve into the psychological impact of war on individuals.","Which approach would you find more efficient for managing multiple post-purchase actions simultaneously? Scenario A (Traditional Approach): 'You want to check order statuses for multiple packages and request refunds for some. You have to visit the 'Order Status' page for each package and the 'Refunds' page for each refund request separately.' Scenario B (AI-Driven Approach): 'You want to check order statuses for multiple packages and request refunds for some. You tell the AI assistant, 'Show me the status of all my orders and process refunds for the ones I want to return.' The AI provides a consolidated summary and processes your refund requests in one interaction.' 1) Traditional approach (separate pages for each action) 2) AI-driven approach (consolidated and conversational interaction) 3) A hybrid of traditional and AI driven approaches 4) I have no preference 5) I am unsure",2) AI-driven approach (consolidated and conversational interaction)
"An avid fan of classic Swedish cinema, particularly interested in post-WWII films that delve into the psychological impact of war on individuals.","Do you work or study in a technology-related field? 1) Yes, I am employed or studying in a technology-related field 2) No, I am not employed or studying in a technology-related field","2) No, I am not employed or studying in a technology-related field."
"An avid fan of classic Swedish cinema, particularly interested in post-WWII films that delve into the psychological impact of war on individuals.","When using AI chatbots like ChatGPT or Gemini, what do you dislike? (Select all that apply) 1) It’s not a human and not “intelligent” enough 2) It gives me generic solutions; I need specificity 3) I hate typing into chatbots 4) The chatbot takes too long to respond 5) The response is very wordy and not structured properly 6) I do not trust their response or their sources 7) I am not used to using chatbots 8) None, I like using chatbots","As an avid fan of classic Swedish cinema, I would lean towards option 2) It gives me generic solutions; I need specificity."
A health policy analyst relying on statistical models to inform public health decisions,"After placing an order on an e-commerce website, how important are the following features to you? (Not at all important (1) , slightly important (2), moderately important (3), very important (4), extremely important (5)) Personal shopping assistant",3
A health policy analyst relying on statistical models to inform public health decisions,"After placing an order on an e-commerce website, how important are the following features to you? (Not at all important (1) , slightly important (2), moderately important (3), very important (4), extremely important (5)) Interactive voice assistant for order management",2
A health policy analyst relying on statistical models to inform public health decisions,"After placing an order on an e-commerce website, how important are the following features to you? (Not at all important (1) , slightly important (2), moderately important (3), very important (4), extremely important (5)) Automated/Smart cancellation and refund processes",4
A health policy analyst relying on statistical models to inform public health decisions,"After placing an order on an e-commerce website, how important are the following features to you? (Not at all important (1) , slightly important (2), moderately important (3), very important (4), extremely important (5)) Personalized product usage guides and tutorials",3
A health policy analyst relying on statistical models to inform public health decisions,"After placing an order on an e-commerce website, how important are the following features to you? (Not at all important (1) , slightly important (2), moderately important (3), very important (4), extremely important (5)) Predictive/automated reordering of items",3
A health policy analyst relying on statistical models to inform public health decisions,"What are your biggest concerns while using AI services? (Not concerned at all (1), Somewhat concerned (2), Moderately concerned (3), Very concerned (4), Extremely concerned (5)) Privacy (usage of your personal data)",4
A health policy analyst relying on statistical models to inform public health decisions,"What are your biggest concerns while using AI services? (Not concerned at all (1), Somewhat concerned (2), Moderately concerned (3), Very concerned (4), Extremely concerned (5)) Accuracy (How correct the information is)",4
A health policy analyst relying on statistical models to inform public health decisions,"What are your biggest concerns while using AI services? (Not concerned at all (1), Somewhat concerned (2), Moderately concerned (3), Very concerned (4), Extremely concerned (5)) Security (Protection of your data from hacks/leaks)",4
A health policy analyst relying on statistical models to inform public health decisions,"What are your biggest concerns while using AI services? (Not concerned at all (1), Somewhat concerned (2), Moderately concerned (3), Very concerned (4), Extremely concerned (5)) Transparency (Knowing how decisions are made and what data is used)",4
A health policy analyst relying on statistical models to inform public health decisions,"What are your biggest concerns while using AI services? (Not concerned at all (1), Somewhat concerned (2), Moderately concerned (3), Very concerned (4), Extremely concerned (5)) Bias (fairness in AI responses)",4
A health policy analyst relying on statistical models to inform public health decisions,"If you want to manage your order (for example - you want to know the size of the blue t-shirt you bought last week), what action do you prefer? (Extremely inconvenient (1), somewhat inconvenient (2), neither convenient or inconvenient (3), somewhat convenient (4), extremely convenient (5))Tapping buttons in the app to navigate to the “Manage Order” screen ",3
A health policy analyst relying on statistical models to inform public health decisions,"If you want to manage your order (for example - you want to know the size of the blue t-shirt you bought last week), what action do you prefer? (Extremely inconvenient (1), somewhat inconvenient (2), neither convenient or inconvenient (3), somewhat convenient (4), extremely convenient (5))Using voice assistants such as Siri, Google Assistant, Alexa, etc. (“Hey Siri, what was the size of the blue shirt I got last week from Amazon?”)",5
A health policy analyst relying on statistical models to inform public health decisions,"If you want to manage your order (for example - you want to know the size of the blue t-shirt you bought last week), what action do you prefer? (Extremely inconvenient (1), somewhat inconvenient (2), neither convenient or inconvenient (3), somewhat convenient (4), extremely convenient (5))Typing into a chatbot (Type - “I want to know the size of the blue shirt I got last week”)",3
A health policy analyst relying on statistical models to inform public health decisions,"How do you prefer interacting with customer service? (Not preferred at all (1), Somewhat preferred (2), Moderately preferred (3), Very preferred (4), Extremely preferred (5)) Talking to a human customer service agent over a call",4
A health policy analyst relying on statistical models to inform public health decisions,"How do you prefer interacting with customer service? (Not preferred at all (1), Somewhat preferred (2), Moderately preferred (3), Very preferred (4), Extremely preferred (5)) Talking to an automated bot /agent over a call",2
A health policy analyst relying on statistical models to inform public health decisions,"How do you prefer interacting with customer service? (Not preferred at all (1), Somewhat preferred (2), Moderately preferred (3), Very preferred (4), Extremely preferred (5)) Chatting with the customer support chatbot",3
A health policy analyst relying on statistical models to inform public health decisions,"How do you prefer interacting with customer service? (Not preferred at all (1), Somewhat preferred (2), Moderately preferred (3), Very preferred (4), Extremely preferred (5)) Raising an issue on the customer support webpage",3
A health policy analyst relying on statistical models to inform public health decisions,"How do you prefer interacting with customer service? (Not preferred at all (1), Somewhat preferred (2), Moderately preferred (3), Very preferred (4), Extremely preferred (5)) Emailing help/support",3
A health policy analyst relying on statistical models to inform public health decisions,"If there was a personal assistant to help you track and manage your purchases, delivery issues, etc, what do you expect it to do? Scenario: You bought a gift for a party assuming it would get delivered before the party. The delivery is now delayed. How would you feel about the following personalized actions? (Very uncomfortable, Uncomfortable, Neutral, Comfortable, Very comfortable) The order arrives late, and nothing is done.",Very uncomfortable
A health policy analyst relying on statistical models to inform public health decisions,"If there was a personal assistant to help you track and manage your purchases, delivery issues, etc, what do you expect it to do? Scenario: You bought a gift for a party assuming it would get delivered before the party. The delivery is now delayed. How would you feel about the following personalized actions? (Very uncomfortable, Uncomfortable, Neutral, Comfortable, Very comfortable) The order is canceled automatically since it’s no longer needed after the party.",Neutral
A health policy analyst relying on statistical models to inform public health decisions,"If there was a personal assistant to help you track and manage your purchases, delivery issues, etc, what do you expect it to do? Scenario: You bought a gift for a party assuming it would get delivered before the party. The delivery is now delayed. How would you feel about the following personalized actions? (Very uncomfortable, Uncomfortable, Neutral, Comfortable, Very comfortable) The order is canceled, and a similar gift is re-ordered to arrive before the party.",Comfortable
A health policy analyst relying on statistical models to inform public health decisions,"If there was a personal assistant to help you track and manage your purchases, delivery issues, etc, what do you expect it to do? Scenario: You bought a gift for a party assuming it would get delivered before the party. The delivery is now delayed. How would you feel about the following personalized actions? (Very uncomfortable, Uncomfortable, Neutral, Comfortable, Very comfortable) The order is canceled, and a new gift is arranged to arrive at the party location when you do, so you don’t have to carry it.",Comfortable
A health policy analyst relying on statistical models to inform public health decisions,"Would you feel comfortable giving an AI assistant instructions to automatically cancel and replace a delayed order? 1) Yes, I’d be comfortable with that. 2) I’d be open to it, but I’d want to review the replacement choice before it’s ordered. 3) I’d be concerned about the AI making a mistake (e.g., ordering the wrong item or something I won’t like). 4) I’d worry about trusting the AI with my order decisions (e.g., it might not understand my preferences). 5) No, I wouldn’t be comfortable with an AI making these changes without my approval.","2) I’d be open to it, but I’d want to review the replacement choice before it’s ordered."
A health policy analyst relying on statistical models to inform public health decisions,"How comfortable are you with an AI assistant proactively making online shopping decisions on your behalf? (For example - An AI assistant automatically ordering diapers if it thinks you are out of diapers OR AI automatically initiates a return if it thinks that you are not satisfied with the order) 1) Yes, I would find proactive support very helpful 2) Yes, but only for certain types of issues 3) I'm not sure 4) No, but I might prefer it for certain issues 5) No, I prefer to manage issues myself.","2) Yes, but only for certain types of issues."
A health policy analyst relying on statistical models to inform public health decisions,"Which approach would you find more efficient for managing multiple post-purchase actions simultaneously? Scenario A (Traditional Approach): 'You want to check order statuses for multiple packages and request refunds for some. You have to visit the 'Order Status' page for each package and the 'Refunds' page for each refund request separately.' Scenario B (AI-Driven Approach): 'You want to check order statuses for multiple packages and request refunds for some. You tell the AI assistant, 'Show me the status of all my orders and process refunds for the ones I want to return.' The AI provides a consolidated summary and processes your refund requests in one interaction.' 1) Traditional approach (separate pages for each action) 2) AI-driven approach (consolidated and conversational interaction) 3) A hybrid of traditional and AI driven approaches 4) I have no preference 5) I am unsure",2) AI-driven approach (consolidated and conversational interaction)
A health policy analyst relying on statistical models to inform public health decisions,"Do you work or study in a technology-related field? 1) Yes, I am employed or studying in a technology-related field 2) No, I am not employed or studying in a technology-related field","2) No, I am not employed or studying in a technology-related field."
A health policy analyst relying on statistical models to inform public health decisions,"When using AI chatbots like ChatGPT or Gemini, what do you dislike? (Select all that apply) 1) It’s not a human and not “intelligent” enough 2) It gives me generic solutions; I need specificity 3) I hate typing into chatbots 4) The chatbot takes too long to respond 5) The response is very wordy and not structured properly 6) I do not trust their response or their sources 7) I am not used to using chatbots 8) None, I like using chatbots","1, 2, 3, 4, 5, 6, 7"
A robotics specialist guiding students on the applications of machine learning in automating tasks,"After placing an order on an e-commerce website, how important are the following features to you? (Not at all important (1) , slightly important (2), moderately important (3), very important (4), extremely important (5)) Personal shopping assistant",4
A robotics specialist guiding students on the applications of machine learning in automating tasks,"After placing an order on an e-commerce website, how important are the following features to you? (Not at all important (1) , slightly important (2), moderately important (3), very important (4), extremely important (5)) Interactive voice assistant for order management",4
A robotics specialist guiding students on the applications of machine learning in automating tasks,"After placing an order on an e-commerce website, how important are the following features to you? (Not at all important (1) , slightly important (2), moderately important (3), very important (4), extremely important (5)) Automated/Smart cancellation and refund processes",4
A robotics specialist guiding students on the applications of machine learning in automating tasks,"After placing an order on an e-commerce website, how important are the following features to you? (Not at all important (1) , slightly important (2), moderately important (3), very important (4), extremely important (5)) Personalized product usage guides and tutorials",3
A robotics specialist guiding students on the applications of machine learning in automating tasks,"After placing an order on an e-commerce website, how important are the following features to you? (Not at all important (1) , slightly important (2), moderately important (3), very important (4), extremely important (5)) Predictive/automated reordering of items",4
A robotics specialist guiding students on the applications of machine learning in automating tasks,"What are your biggest concerns while using AI services? (Not concerned at all (1), Somewhat concerned (2), Moderately concerned (3), Very concerned (4), Extremely concerned (5)) Privacy (usage of your personal data)",4
A robotics specialist guiding students on the applications of machine learning in automating tasks,"What are your biggest concerns while using AI services? (Not concerned at all (1), Somewhat concerned (2), Moderately concerned (3), Very concerned (4), Extremely concerned (5)) Accuracy (How correct the information is)",3
A robotics specialist guiding students on the applications of machine learning in automating tasks,"What are your biggest concerns while using AI services? (Not concerned at all (1), Somewhat concerned (2), Moderately concerned (3), Very concerned (4), Extremely concerned (5)) Security (Protection of your data from hacks/leaks)",4
A robotics specialist guiding students on the applications of machine learning in automating tasks,"What are your biggest concerns while using AI services? (Not concerned at all (1), Somewhat concerned (2), Moderately concerned (3), Very concerned (4), Extremely concerned (5)) Transparency (Knowing how decisions are made and what data is used)",4
A robotics specialist guiding students on the applications of machine learning in automating tasks,"What are your biggest concerns while using AI services? (Not concerned at all (1), Somewhat concerned (2), Moderately concerned (3), Very concerned (4), Extremely concerned (5)) Bias (fairness in AI responses)",4
A robotics specialist guiding students on the applications of machine learning in automating tasks,"If you want to manage your order (for example - you want to know the size of the blue t-shirt you bought last week), what action do you prefer? (Extremely inconvenient (1), somewhat inconvenient (2), neither convenient or inconvenient (3), somewhat convenient (4), extremely convenient (5))Tapping buttons in the app to navigate to the “Manage Order” screen ",3
A robotics specialist guiding students on the applications of machine learning in automating tasks,"If you want to manage your order (for example - you want to know the size of the blue t-shirt you bought last week), what action do you prefer? (Extremely inconvenient (1), somewhat inconvenient (2), neither convenient or inconvenient (3), somewhat convenient (4), extremely convenient (5))Using voice assistants such as Siri, Google Assistant, Alexa, etc. (“Hey Siri, what was the size of the blue shirt I got last week from Amazon?”)",5
A robotics specialist guiding students on the applications of machine learning in automating tasks,"If you want to manage your order (for example - you want to know the size of the blue t-shirt you bought last week), what action do you prefer? (Extremely inconvenient (1), somewhat inconvenient (2), neither convenient or inconvenient (3), somewhat convenient (4), extremely convenient (5))Typing into a chatbot (Type - “I want to know the size of the blue shirt I got last week”)",4
A robotics specialist guiding students on the applications of machine learning in automating tasks,"How do you prefer interacting with customer service? (Not preferred at all (1), Somewhat preferred (2), Moderately preferred (3), Very preferred (4), Extremely preferred (5)) Talking to a human customer service agent over a call",4
A robotics specialist guiding students on the applications of machine learning in automating tasks,"How do you prefer interacting with customer service? (Not preferred at all (1), Somewhat preferred (2), Moderately preferred (3), Very preferred (4), Extremely preferred (5)) Talking to an automated bot /agent over a call",3
A robotics specialist guiding students on the applications of machine learning in automating tasks,"How do you prefer interacting with customer service? (Not preferred at all (1), Somewhat preferred (2), Moderately preferred (3), Very preferred (4), Extremely preferred (5)) Chatting with the customer support chatbot",3
A robotics specialist guiding students on the applications of machine learning in automating tasks,"How do you prefer interacting with customer service? (Not preferred at all (1), Somewhat preferred (2), Moderately preferred (3), Very preferred (4), Extremely preferred (5)) Raising an issue on the customer support webpage",3
A robotics specialist guiding students on the applications of machine learning in automating tasks,"How do you prefer interacting with customer service? (Not preferred at all (1), Somewhat preferred (2), Moderately preferred (3), Very preferred (4), Extremely preferred (5)) Emailing help/support",4
A robotics specialist guiding students on the applications of machine learning in automating tasks,"If there was a personal assistant to help you track and manage your purchases, delivery issues, etc, what do you expect it to do? Scenario: You bought a gift for a party assuming it would get delivered before the party. The delivery is now delayed. How would you feel about the following personalized actions? (Very uncomfortable, Uncomfortable, Neutral, Comfortable, Very comfortable) The order arrives late, and nothing is done.",Very uncomfortable
A robotics specialist guiding students on the applications of machine learning in automating tasks,"If there was a personal assistant to help you track and manage your purchases, delivery issues, etc, what do you expect it to do? Scenario: You bought a gift for a party assuming it would get delivered before the party. The delivery is now delayed. How would you feel about the following personalized actions? (Very uncomfortable, Uncomfortable, Neutral, Comfortable, Very comfortable) The order is canceled automatically since it’s no longer needed after the party.",Uncomfortable
A robotics specialist guiding students on the applications of machine learning in automating tasks,"If there was a personal assistant to help you track and manage your purchases, delivery issues, etc, what do you expect it to do? Scenario: You bought a gift for a party assuming it would get delivered before the party. The delivery is now delayed. How would you feel about the following personalized actions? (Very uncomfortable, Uncomfortable, Neutral, Comfortable, Very comfortable) The order is canceled, and a similar gift is re-ordered to arrive before the party.",4
A robotics specialist guiding students on the applications of machine learning in automating tasks,"If there was a personal assistant to help you track and manage your purchases, delivery issues, etc, what do you expect it to do? Scenario: You bought a gift for a party assuming it would get delivered before the party. The delivery is now delayed. How would you feel about the following personalized actions? (Very uncomfortable, Uncomfortable, Neutral, Comfortable, Very comfortable) The order is canceled, and a new gift is arranged to arrive at the party location when you do, so you don’t have to carry it.",5
A robotics specialist guiding students on the applications of machine learning in automating tasks,"Would you feel comfortable giving an AI assistant instructions to automatically cancel and replace a delayed order? 1) Yes, I’d be comfortable with that. 2) I’d be open to it, but I’d want to review the replacement choice before it’s ordered. 3) I’d be concerned about the AI making a mistake (e.g., ordering the wrong item or something I won’t like). 4) I’d worry about trusting the AI with my order decisions (e.g., it might not understand my preferences). 5) No, I wouldn’t be comfortable with an AI making these changes without my approval.","2) I’d be open to it, but I’d want to review the replacement choice before it’s ordered."
A robotics specialist guiding students on the applications of machine learning in automating tasks,"How comfortable are you with an AI assistant proactively making online shopping decisions on your behalf? (For example - An AI assistant automatically ordering diapers if it thinks you are out of diapers OR AI automatically initiates a return if it thinks that you are not satisfied with the order) 1) Yes, I would find proactive support very helpful 2) Yes, but only for certain types of issues 3) I'm not sure 4) No, but I might prefer it for certain issues 5) No, I prefer to manage issues myself.","1) Yes, I would find proactive support very helpful."
A robotics specialist guiding students on the applications of machine learning in automating tasks,"Which approach would you find more efficient for managing multiple post-purchase actions simultaneously? Scenario A (Traditional Approach): 'You want to check order statuses for multiple packages and request refunds for some. You have to visit the 'Order Status' page for each package and the 'Refunds' page for each refund request separately.' Scenario B (AI-Driven Approach): 'You want to check order statuses for multiple packages and request refunds for some. You tell the AI assistant, 'Show me the status of all my orders and process refunds for the ones I want to return.' The AI provides a consolidated summary and processes your refund requests in one interaction.' 1) Traditional approach (separate pages for each action) 2) AI-driven approach (consolidated and conversational interaction) 3) A hybrid of traditional and AI driven approaches 4) I have no preference 5) I am unsure",2) AI-driven approach (consolidated and conversational interaction)
A robotics specialist guiding students on the applications of machine learning in automating tasks,"Do you work or study in a technology-related field? 1) Yes, I am employed or studying in a technology-related field 2) No, I am not employed or studying in a technology-related field","1) Yes, I am employed or studying in a technology-related field"
A robotics specialist guiding students on the applications of machine learning in automating tasks,"When using AI chatbots like ChatGPT or Gemini, what do you dislike? (Select all that apply) 1) It’s not a human and not “intelligent” enough 2) It gives me generic solutions; I need specificity 3) I hate typing into chatbots 4) The chatbot takes too long to respond 5) The response is very wordy and not structured properly 6) I do not trust their response or their sources 7) I am not used to using chatbots 8) None, I like using chatbots","1) It’s not a human and not “intelligent” enough  
2) It gives me generic solutions; I need specificity  
3) I hate typing into chatbots  
4) The chatbot takes too long to respond  
5) The response is very wordy and not structured properly  
6) I do not trust their response or their sources  
7) I am not used to using chatbots"
A retired engineer who has been studying the rise of AI and its potential effects on job markets,"After placing an order on an e-commerce website, how important are the following features to you? (Not at all important (1) , slightly important (2), moderately important (3), very important (4), extremely important (5)) Personal shopping assistant",4
A retired engineer who has been studying the rise of AI and its potential effects on job markets,"After placing an order on an e-commerce website, how important are the following features to you? (Not at all important (1) , slightly important (2), moderately important (3), very important (4), extremely important (5)) Interactive voice assistant for order management",3
A retired engineer who has been studying the rise of AI and its potential effects on job markets,"After placing an order on an e-commerce website, how important are the following features to you? (Not at all important (1) , slightly important (2), moderately important (3), very important (4), extremely important (5)) Automated/Smart cancellation and refund processes",4
A retired engineer who has been studying the rise of AI and its potential effects on job markets,"After placing an order on an e-commerce website, how important are the following features to you? (Not at all important (1) , slightly important (2), moderately important (3), very important (4), extremely important (5)) Personalized product usage guides and tutorials",3
A retired engineer who has been studying the rise of AI and its potential effects on job markets,"After placing an order on an e-commerce website, how important are the following features to you? (Not at all important (1) , slightly important (2), moderately important (3), very important (4), extremely important (5)) Predictive/automated reordering of items",4
A retired engineer who has been studying the rise of AI and its potential effects on job markets,"What are your biggest concerns while using AI services? (Not concerned at all (1), Somewhat concerned (2), Moderately concerned (3), Very concerned (4), Extremely concerned (5)) Privacy (usage of your personal data)",4
A retired engineer who has been studying the rise of AI and its potential effects on job markets,"What are your biggest concerns while using AI services? (Not concerned at all (1), Somewhat concerned (2), Moderately concerned (3), Very concerned (4), Extremely concerned (5)) Accuracy (How correct the information is)",4
A retired engineer who has been studying the rise of AI and its potential effects on job markets,"What are your biggest concerns while using AI services? (Not concerned at all (1), Somewhat concerned (2), Moderately concerned (3), Very concerned (4), Extremely concerned (5)) Security (Protection of your data from hacks/leaks)",4
A retired engineer who has been studying the rise of AI and its potential effects on job markets,"What are your biggest concerns while using AI services? (Not concerned at all (1), Somewhat concerned (2), Moderately concerned (3), Very concerned (4), Extremely concerned (5)) Transparency (Knowing how decisions are made and what data is used)",4
A retired engineer who has been studying the rise of AI and its potential effects on job markets,"What are your biggest concerns while using AI services? (Not concerned at all (1), Somewhat concerned (2), Moderately concerned (3), Very concerned (4), Extremely concerned (5)) Bias (fairness in AI responses)",4
A retired engineer who has been studying the rise of AI and its potential effects on job markets,"If you want to manage your order (for example - you want to know the size of the blue t-shirt you bought last week), what action do you prefer? (Extremely inconvenient (1), somewhat inconvenient (2), neither convenient or inconvenient (3), somewhat convenient (4), extremely convenient (5))Tapping buttons in the app to navigate to the “Manage Order” screen ",3
A retired engineer who has been studying the rise of AI and its potential effects on job markets,"If you want to manage your order (for example - you want to know the size of the blue t-shirt you bought last week), what action do you prefer? (Extremely inconvenient (1), somewhat inconvenient (2), neither convenient or inconvenient (3), somewhat convenient (4), extremely convenient (5))Using voice assistants such as Siri, Google Assistant, Alexa, etc. (“Hey Siri, what was the size of the blue shirt I got last week from Amazon?”)",5
A retired engineer who has been studying the rise of AI and its potential effects on job markets,"If you want to manage your order (for example - you want to know the size of the blue t-shirt you bought last week), what action do you prefer? (Extremely inconvenient (1), somewhat inconvenient (2), neither convenient or inconvenient (3), somewhat convenient (4), extremely convenient (5))Typing into a chatbot (Type - “I want to know the size of the blue shirt I got last week”)",4
A retired engineer who has been studying the rise of AI and its potential effects on job markets,"How do you prefer interacting with customer service? (Not preferred at all (1), Somewhat preferred (2), Moderately preferred (3), Very preferred (4), Extremely preferred (5)) Talking to a human customer service agent over a call",4
A retired engineer who has been studying the rise of AI and its potential effects on job markets,"How do you prefer interacting with customer service? (Not preferred at all (1), Somewhat preferred (2), Moderately preferred (3), Very preferred (4), Extremely preferred (5)) Talking to an automated bot /agent over a call",2
A retired engineer who has been studying the rise of AI and its potential effects on job markets,"How do you prefer interacting with customer service? (Not preferred at all (1), Somewhat preferred (2), Moderately preferred (3), Very preferred (4), Extremely preferred (5)) Chatting with the customer support chatbot",2
A retired engineer who has been studying the rise of AI and its potential effects on job markets,"How do you prefer interacting with customer service? (Not preferred at all (1), Somewhat preferred (2), Moderately preferred (3), Very preferred (4), Extremely preferred (5)) Raising an issue on the customer support webpage",2
A retired engineer who has been studying the rise of AI and its potential effects on job markets,"How do you prefer interacting with customer service? (Not preferred at all (1), Somewhat preferred (2), Moderately preferred (3), Very preferred (4), Extremely preferred (5)) Emailing help/support",3
A retired engineer who has been studying the rise of AI and its potential effects on job markets,"If there was a personal assistant to help you track and manage your purchases, delivery issues, etc, what do you expect it to do? Scenario: You bought a gift for a party assuming it would get delivered before the party. The delivery is now delayed. How would you feel about the following personalized actions? (Very uncomfortable, Uncomfortable, Neutral, Comfortable, Very comfortable) The order arrives late, and nothing is done.",Very uncomfortable
A retired engineer who has been studying the rise of AI and its potential effects on job markets,"If there was a personal assistant to help you track and manage your purchases, delivery issues, etc, what do you expect it to do? Scenario: You bought a gift for a party assuming it would get delivered before the party. The delivery is now delayed. How would you feel about the following personalized actions? (Very uncomfortable, Uncomfortable, Neutral, Comfortable, Very comfortable) The order is canceled automatically since it’s no longer needed after the party.",Uncomfortable
A retired engineer who has been studying the rise of AI and its potential effects on job markets,"If there was a personal assistant to help you track and manage your purchases, delivery issues, etc, what do you expect it to do? Scenario: You bought a gift for a party assuming it would get delivered before the party. The delivery is now delayed. How would you feel about the following personalized actions? (Very uncomfortable, Uncomfortable, Neutral, Comfortable, Very comfortable) The order is canceled, and a similar gift is re-ordered to arrive before the party.",Comfortable
A retired engineer who has been studying the rise of AI and its potential effects on job markets,"If there was a personal assistant to help you track and manage your purchases, delivery issues, etc, what do you expect it to do? Scenario: You bought a gift for a party assuming it would get delivered before the party. The delivery is now delayed. How would you feel about the following personalized actions? (Very uncomfortable, Uncomfortable, Neutral, Comfortable, Very comfortable) The order is canceled, and a new gift is arranged to arrive at the party location when you do, so you don’t have to carry it.",5
A retired engineer who has been studying the rise of AI and its potential effects on job markets,"Would you feel comfortable giving an AI assistant instructions to automatically cancel and replace a delayed order? 1) Yes, I’d be comfortable with that. 2) I’d be open to it, but I’d want to review the replacement choice before it’s ordered. 3) I’d be concerned about the AI making a mistake (e.g., ordering the wrong item or something I won’t like). 4) I’d worry about trusting the AI with my order decisions (e.g., it might not understand my preferences). 5) No, I wouldn’t be comfortable with an AI making these changes without my approval.","2) I’d be open to it, but I’d want to review the replacement choice before it’s ordered."
A retired engineer who has been studying the rise of AI and its potential effects on job markets,"How comfortable are you with an AI assistant proactively making online shopping decisions on your behalf? (For example - An AI assistant automatically ordering diapers if it thinks you are out of diapers OR AI automatically initiates a return if it thinks that you are not satisfied with the order) 1) Yes, I would find proactive support very helpful 2) Yes, but only for certain types of issues 3) I'm not sure 4) No, but I might prefer it for certain issues 5) No, I prefer to manage issues myself.","2) Yes, but only for certain types of issues."
A retired engineer who has been studying the rise of AI and its potential effects on job markets,"Which approach would you find more efficient for managing multiple post-purchase actions simultaneously? Scenario A (Traditional Approach): 'You want to check order statuses for multiple packages and request refunds for some. You have to visit the 'Order Status' page for each package and the 'Refunds' page for each refund request separately.' Scenario B (AI-Driven Approach): 'You want to check order statuses for multiple packages and request refunds for some. You tell the AI assistant, 'Show me the status of all my orders and process refunds for the ones I want to return.' The AI provides a consolidated summary and processes your refund requests in one interaction.' 1) Traditional approach (separate pages for each action) 2) AI-driven approach (consolidated and conversational interaction) 3) A hybrid of traditional and AI driven approaches 4) I have no preference 5) I am unsure",2) AI-driven approach (consolidated and conversational interaction)
A retired engineer who has been studying the rise of AI and its potential effects on job markets,"Do you work or study in a technology-related field? 1) Yes, I am employed or studying in a technology-related field 2) No, I am not employed or studying in a technology-related field","2) No, I am not employed or studying in a technology-related field."
A retired engineer who has been studying the rise of AI and its potential effects on job markets,"When using AI chatbots like ChatGPT or Gemini, what do you dislike? (Select all that apply) 1) It’s not a human and not “intelligent” enough 2) It gives me generic solutions; I need specificity 3) I hate typing into chatbots 4) The chatbot takes too long to respond 5) The response is very wordy and not structured properly 6) I do not trust their response or their sources 7) I am not used to using chatbots 8) None, I like using chatbots","1, 2, 4, 5, 6."
"A passionate advocate for the cruise industry, constantly seeking new opportunities for promotion","After placing an order on an e-commerce website, how important are the following features to you? (Not at all important (1) , slightly important (2), moderately important (3), very important (4), extremely important (5)) Personal shopping assistant",4
"A passionate advocate for the cruise industry, constantly seeking new opportunities for promotion","After placing an order on an e-commerce website, how important are the following features to you? (Not at all important (1) , slightly important (2), moderately important (3), very important (4), extremely important (5)) Interactive voice assistant for order management",3
"A passionate advocate for the cruise industry, constantly seeking new opportunities for promotion","After placing an order on an e-commerce website, how important are the following features to you? (Not at all important (1) , slightly important (2), moderately important (3), very important (4), extremely important (5)) Automated/Smart cancellation and refund processes",4
"A passionate advocate for the cruise industry, constantly seeking new opportunities for promotion","After placing an order on an e-commerce website, how important are the following features to you? (Not at all important (1) , slightly important (2), moderately important (3), very important (4), extremely important (5)) Personalized product usage guides and tutorials",3
